"arrest","block","description","district","domestic","latitude","location","location_description","longitude","primary_type"
"false","001XX E OAK ST","SIMPLE",18,"false",41.900799235,"POINT (-87.624655866 41.900799235)","SIDEWALK",-87.624655866,"BATTERY"
"false","011XX W RANDOLPH ST","OVER $500",12,"false",41.884369445,"POINT (-87.656026584 41.884369445)","STREET",-87.656026584,"THEFT"
"false","011XX S STATE ST","STRONGARM - NO WEAPON",1,"false",41.868165405,"POINT (-87.62743954 41.868165405)","CTA PLATFORM",-87.62743954,"ROBBERY"
"false","011XX S WHIPPLE ST","$500 AND UNDER",11,"false",41.867287894,"POINT (-87.702029138 41.867287894)","STREET",-87.702029138,"THEFT"
"true","024XX N LARAMIE AVE","VIOLATE ORDER OF PROTECTION",25,"true",41.925352878,"POINT (-87.756191522 41.925352878)","ALLEY",-87.756191522,"OTHER OFFENSE"
"false","022XX N KEDVALE AVE","PURSE-SNATCHING",25,"false",41.921293084,"POINT (-87.730348904 41.921293084)","RESIDENCE-GARAGE",-87.730348904,"THEFT"
"false","048XX N MAGNOLIA AVE","$500 AND UNDER",20,"false",41.970875157,"POINT (-87.661093881 41.970875157)","APARTMENT",-87.661093881,"THEFT"
"false","0000X N MICHIGAN AVE","FROM BUILDING",1,"false",41.88249622,"POINT (-87.624380767 41.88249622)","RESTAURANT",-87.624380767,"THEFT"
"false","048XX N WINTHROP AVE","AGG SEX ASSLT OF CHILD FAM MBR",20,"false",41.970281428,"POINT (-87.657654526 41.970281428)","RESIDENCE",-87.657654526,"OFFENSE INVOLVING CHILDREN"
"false","045XX W GRAND AVE","UNLAWFUL ENTRY",25,"false",41.911115415,"POINT (-87.738901957 41.911115415)","OTHER",-87.738901957,"BURGLARY"
"true","053XX W LEXINGTON ST","SIMPLE",15,"false",41.871011224,"POINT (-87.757796773 41.871011224)","PARKING LOT/GARAGE(NON.RESID.)",-87.757796773,"ASSAULT"
"false","115XX S STEWART AVE","DOMESTIC BATTERY SIMPLE",5,"true",41.684581076,"POINT (-87.632462788 41.684581076)","RESIDENCE",-87.632462788,"BATTERY"
"false","0000X E HURON ST","CREDIT CARD FRAUD",18,"false",41.894890041,"POINT (-87.627189408 41.894890041)","OTHER",-87.627189408,"DECEPTIVE PRACTICE"
"false","009XX N MICHIGAN AVE","FROM BUILDING",18,"false",41.899410159,"POINT (-87.624131266 41.899410159)","DEPARTMENT STORE",-87.624131266,"THEFT"
"false","022XX N LAMON AVE","AUTOMOBILE",25,"false",41.921313831,"POINT (-87.748687931 41.921313831)","STREET",-87.748687931,"MOTOR VEHICLE THEFT"
"false","071XX S STONY ISLAND AVE","ILLEGAL USE CASH CARD",3,"false",41.765763563,"POINT (-87.586317625 41.765763563)","BANK",-87.586317625,"DECEPTIVE PRACTICE"
"false","054XX S EVERETT AVE","TO RESIDENCE",2,"false",41.796274769,"POINT (-87.582563829 41.796274769)","RESIDENCE",-87.582563829,"CRIMINAL TRESPASS"
"true","001XX W DIVISION ST","SIMPLE",18,"false",41.903894777,"POINT (-87.631814251 41.903894777)","STREET",-87.631814251,"BATTERY"
"false","010XX W CULLERTON ST","TO VEHICLE",12,"false",41.85526849,"POINT (-87.65169399 41.85526849)","STREET",-87.65169399,"CRIMINAL DAMAGE"
"false","002XX W GARFIELD BLVD","POCKET-PICKING",9,"false",41.794533814,"POINT (-87.631438536 41.794533814)","CTA PLATFORM",-87.631438536,"THEFT"
"false","084XX S HOLLAND RD","OVER $500",6,"false",41.740918989,"POINT (-87.631967753 41.740918989)","PARKING LOT/GARAGE(NON.RESID.)",-87.631967753,"THEFT"
"false","016XX N ALBANY AVE","$500 AND UNDER",14,"false",41.910732024,"POINT (-87.704532973 41.910732024)","RESIDENCE",-87.704532973,"THEFT"
"false","059XX W MADISON ST","OVER $500",15,"false",41.880099992,"POINT (-87.773861438 41.880099992)","OTHER",-87.773861438,"THEFT"
"false","007XX W BITTERSWEET PL","FROM BUILDING",19,"false",41.955679166,"POINT (-87.648334643 41.955679166)","APARTMENT",-87.648334643,"THEFT"
"true","031XX S CALIFORNIA AVE","FOUND SUSPECT NARCOTICS",10,"false",41.836752122,"POINT (-87.695008451 41.836752122)","VEHICLE NON-COMMERCIAL",-87.695008451,"NARCOTICS"
"false","115XX S YALE AVE","SIMPLE",5,"false",41.684364195,"POINT (-87.628859121 41.684364195)","RESIDENCE",-87.628859121,"BATTERY"
"false","015XX W MADISON ST","AGGRAVATED: OTHER DANG WEAPON",12,"false",41.881460491,"POINT (-87.666332031 41.881460491)","SIDEWALK",-87.666332031,"BATTERY"
"true","046XX W JACKSON BLVD","POSS: CRACK",11,"false",41.876889461,"POINT (-87.741605976 41.876889461)","RESIDENTIAL YARD (FRONT/BACK)",-87.741605976,"NARCOTICS"
"false","017XX W JARVIS AVE","$500 AND UNDER",24,"false",42.015936971,"POINT (-87.673293082 42.015936971)","APARTMENT",-87.673293082,"THEFT"
"false","075XX S HARVARD AVE","PRO EMP HANDS NO/MIN INJURY",6,"false",41.757423116,"POINT (-87.632847291 41.757423116)","SCHOOL, PUBLIC, BUILDING",-87.632847291,"ASSAULT"
"false","046XX S LAKE PARK AVE","SIMPLE",2,"false",41.810713018,"POINT (-87.593656375 41.810713018)","APARTMENT",-87.593656375,"BATTERY"
"false","049XX N TRIPP AVE","UNLAWFUL ENTRY",17,"false",41.970467996,"POINT (-87.734261309 41.970467996)","RESIDENCE",-87.734261309,"BURGLARY"
"false","001XX N STATE ST","FROM BUILDING",1,"false",41.883500187,"POINT (-87.627876698 41.883500187)","OTHER",-87.627876698,"THEFT"
"false","011XX S RICHMOND ST","FORCIBLE ENTRY",11,"false",41.867595589,"POINT (-87.69959933 41.867595589)","APARTMENT",-87.69959933,"BURGLARY"
"false","0000X E RANDOLPH ST","FROM BUILDING",1,"false",41.884497529,"POINT (-87.625838595 41.884497529)","ATHLETIC CLUB",-87.625838595,"THEFT"
"false","065XX S GREEN ST","FORCIBLE ENTRY",7,"false",41.775413925,"POINT (-87.645889882 41.775413925)","APARTMENT",-87.645889882,"BURGLARY"
"true","076XX S COLES AVE","ATTEMPT THEFT",4,"false",41.756859457,"POINT (-87.555473236 41.756859457)","STREET",-87.555473236,"THEFT"
"false","013XX W HARRISON ST","PRO EMP HANDS NO/MIN INJURY",12,"false",41.874223466,"POINT (-87.660609583 41.874223466)","SCHOOL, PUBLIC, BUILDING",-87.660609583,"BATTERY"
"false","061XX W DIVERSEY AVE","DOMESTIC BATTERY SIMPLE",25,"true",41.931096211,"POINT (-87.778957962 41.931096211)","APARTMENT",-87.778957962,"BATTERY"
"false","006XX N CENTRAL PARK AVE","ARMED: HANDGUN",11,"false",41.892587457,"POINT (-87.7162289 41.892587457)","SIDEWALK",-87.7162289,"ROBBERY"
"false","073XX S OAKLEY AVE","ARMED: HANDGUN",8,"false",41.760330483,"POINT (-87.680573913 41.760330483)","STREET",-87.680573913,"ROBBERY"
"false","049XX S LEAMINGTON AVE","$500 AND UNDER",8,"false",41.80336666,"POINT (-87.751598929 41.80336666)","STREET",-87.751598929,"THEFT"
"false","037XX N LOWELL AVE","FINANCIAL IDENTITY THEFT OVER $ 300",17,"false",41.948798485,"POINT (-87.736662512 41.948798485)","RESIDENCE",-87.736662512,"DECEPTIVE PRACTICE"
"false","026XX W 62ND ST","TO VEHICLE",8,"false",41.781004022,"POINT (-87.688969401 41.781004022)","STREET",-87.688969401,"CRIMINAL DAMAGE"
"false","077XX S MUSKEGON AVE","FROM BUILDING",4,"false",41.754291328,"POINT (-87.555551889 41.754291328)","RESIDENCE",-87.555551889,"THEFT"
"false","0000X E OHIO ST","FROM BUILDING",18,"false",41.89250977,"POINT (-87.626132152 41.89250977)","RESTAURANT",-87.626132152,"THEFT"
"false","039XX W ROSCOE ST","OVER $500",17,"false",41.942761647,"POINT (-87.725239623 41.942761647)","STREET",-87.725239623,"THEFT"
"false","008XX W HUTCHINSON ST","TO PROPERTY",19,"false",41.959288989,"POINT (-87.650376957 41.959288989)","RESIDENCE",-87.650376957,"CRIMINAL DAMAGE"
"false","002XX E 111TH ST","SIMPLE",5,"false",41.692669318,"POINT (-87.616997089 41.692669318)","SCHOOL, PRIVATE, BUILDING",-87.616997089,"ASSAULT"
"false","076XX S PAULINA ST","FROM BUILDING",6,"false",41.755331676,"POINT (-87.665994009 41.755331676)","RESIDENCE",-87.665994009,"THEFT"
"false","052XX S SEELEY AVE","FORCIBLE ENTRY",9,"false",41.797885624,"POINT (-87.675671047 41.797885624)","APARTMENT",-87.675671047,"BURGLARY"
"false","021XX N LONG AVE","AGGRAVATED: OTHER DANG WEAPON",25,"false",41.919520368,"POINT (-87.760921537 41.919520368)","SCHOOL, PUBLIC, BUILDING",-87.760921537,"BATTERY"
"false","006XX S WELLS ST","SIMPLE",1,"false",41.874128055,"POINT (-87.633619572 41.874128055)","OTHER",-87.633619572,"ASSAULT"
"true","015XX N CLYBOURN AVE","OVER $500",18,"false",41.908849952,"POINT (-87.646645976 41.908849952)","GROCERY FOOD STORE",-87.646645976,"THEFT"
"false","069XX S HALSTED ST","$500 AND UNDER",7,"false",41.768382919,"POINT (-87.644495002 41.768382919)","PARKING LOT/GARAGE(NON.RESID.)",-87.644495002,"THEFT"
"true","020XX N ORCHARD ST","PRO EMP HANDS NO/MIN INJURY",18,"false",41.918646522,"POINT (-87.64613311 41.918646522)","SCHOOL, PUBLIC, BUILDING",-87.64613311,"ASSAULT"
"false","019XX S MICHIGAN AVE","TO LAND",1,"false",41.856230779,"POINT (-87.623896406 41.856230779)","RESIDENCE PORCH/HALLWAY",-87.623896406,"CRIMINAL TRESPASS"
"true","091XX S COMMERCIAL AVE","RETAIL THEFT",4,"false",41.729170867,"POINT (-87.551235346 41.729170867)","DRUG STORE",-87.551235346,"THEFT"
"false","036XX S ARCHER AVE","ATTEMPT: STRONGARM-NO WEAPON",9,"false",41.827373751,"POINT (-87.682568055 41.827373751)","GROCERY FOOD STORE",-87.682568055,"ROBBERY"
"false","005XX S STATE ST","FROM BUILDING",1,"false",41.875367424,"POINT (-87.627620993 41.875367424)","RESTAURANT",-87.627620993,"THEFT"
"false","025XX W FITCH AVE","DOMESTIC BATTERY SIMPLE",24,"true",42.011297491,"POINT (-87.693818187 42.011297491)","APARTMENT",-87.693818187,"BATTERY"
"false","034XX W GRENSHAW ST","UNLAWFUL ENTRY",11,"false",41.867295145,"POINT (-87.711405722 41.867295145)","APARTMENT",-87.711405722,"BURGLARY"
"false","001XX N STATE ST","CREDIT CARD FRAUD",1,"false",41.8848616,"POINT (-87.627920479 41.8848616)","ATHLETIC CLUB",-87.627920479,"DECEPTIVE PRACTICE"
"true","021XX E 87TH ST","RECKLESS CONDUCT",4,"false",41.737094305,"POINT (-87.572998178 41.737094305)","SCHOOL, PUBLIC, BUILDING",-87.572998178,"PUBLIC PEACE VIOLATION"
"true","042XX W MADISON ST","TO LAND",11,"false",41.880660786,"POINT (-87.731186405 41.880660786)","GAS STATION",-87.731186405,"CRIMINAL TRESPASS"
"false","052XX S LAKE PARK AVE","RETAIL THEFT",2,"false",41.800455673,"POINT (-87.587407515 41.800455673)","SMALL RETAIL STORE",-87.587407515,"THEFT"
"true","079XX S THROOP ST","UNLAWFUL POSS OF HANDGUN",6,"false",41.75029596,"POINT (-87.656158856 41.75029596)","STREET",-87.656158856,"WEAPONS VIOLATION"
"false","011XX E 46TH ST","FROM BUILDING",2,"false",41.811443713,"POINT (-87.598471599 41.811443713)","SCHOOL, PRIVATE, BUILDING",-87.598471599,"THEFT"
"false","062XX S WESTERN AVE","$500 AND UNDER",8,"false",41.780183792,"POINT (-87.68366502 41.780183792)","BANK",-87.68366502,"THEFT"
"false","025XX S CALIFORNIA AVE","OTHER VEHICLE OFFENSE",10,"false",41.846229464,"POINT (-87.695259244 41.846229464)","STREET",-87.695259244,"OTHER OFFENSE"
"true","0000X S KARLOV AVE","MANU/DELIVER: HEROIN (WHITE)",11,"false",41.880425081,"POINT (-87.728111387 41.880425081)","SIDEWALK",-87.728111387,"NARCOTICS"
"false","049XX N KENMORE AVE","DOMESTIC BATTERY SIMPLE",20,"true",41.972364558,"POINT (-87.656304974 41.972364558)","APARTMENT",-87.656304974,"BATTERY"
"false","100XX W OHARE ST","AUTOMOBILE",16,"false",41.976290414,"POINT (-87.905227221 41.976290414)","AIRPORT PARKING LOT",-87.905227221,"MOTOR VEHICLE THEFT"
"true","0000X N STATE ST","RETAIL THEFT",1,"false",41.882394062,"POINT (-87.627844798 41.882394062)","DEPARTMENT STORE",-87.627844798,"THEFT"
"false","064XX S INGLESIDE AVE","TO VEHICLE",3,"false",41.777791411,"POINT (-87.601609264 41.777791411)","STREET",-87.601609264,"CRIMINAL DAMAGE"
"false","061XX S RHODES AVE","TO PROPERTY",3,"true",41.783049864,"POINT (-87.61208712 41.783049864)","RESIDENCE",-87.61208712,"CRIMINAL DAMAGE"
"false","048XX N CLARK ST","$500 AND UNDER",20,"false",41.971100531,"POINT (-87.667747448 41.971100531)","SMALL RETAIL STORE",-87.667747448,"THEFT"
"false","007XX W 95TH ST","DOMESTIC BATTERY SIMPLE",22,"true",41.721483419,"POINT (-87.641417336 41.721483419)","RESIDENCE",-87.641417336,"BATTERY"
"false","026XX N MASON AVE","FINANCIAL IDENTITY THEFT $300 AND UNDER",25,"false",41.928366791,"POINT (-87.774652602 41.928366791)","RESIDENCE",-87.774652602,"DECEPTIVE PRACTICE"
"false","064XX S OAK PARK AVE","FINANCIAL IDENTITY THEFT OVER $ 300",8,"false",41.774411852,"POINT (-87.790911553 41.774411852)","APARTMENT",-87.790911553,"DECEPTIVE PRACTICE"
"false","020XX W WASHINGTON BLVD","TO VEHICLE",12,"false",41.883129446,"POINT (-87.677849255 41.883129446)","PARKING LOT/GARAGE(NON.RESID.)",-87.677849255,"CRIMINAL TRESPASS"
"false","055XX W POTOMAC AVE","FINANCIAL IDENTITY THEFT OVER $ 300",25,"false",41.903967424,"POINT (-87.764513537 41.903967424)","RESIDENCE",-87.764513537,"DECEPTIVE PRACTICE"
"false","032XX N KEDZIE AVE","OTHER VEHICLE OFFENSE",17,"false",0,"","COMMERCIAL / BUSINESS OFFICE",0,"OTHER OFFENSE"
"false","013XX S KARLOV AVE","ATTEMPT - FINANCIAL IDENTITY THEFT",10,"false",41.863833067,"POINT (-87.727540998 41.863833067)","APARTMENT",-87.727540998,"DECEPTIVE PRACTICE"
"false","036XX W AINSLIE ST","ILLEGAL USE CASH CARD",17,"true",41.970151241,"POINT (-87.720007527 41.970151241)","RESIDENCE",-87.720007527,"DECEPTIVE PRACTICE"
"false","062XX W BYRON ST","$500 AND UNDER",16,"false",41.951156289,"POINT (-87.782339035 41.951156289)","RESIDENCE",-87.782339035,"THEFT"
"false","003XX E 68TH ST","DOMESTIC BATTERY SIMPLE",3,"true",41.771107537,"POINT (-87.617924999 41.771107537)","STREET",-87.617924999,"BATTERY"
"true","045XX S WESTERN BLVD","TO LAND",9,"false",41.810693516,"POINT (-87.683929054 41.810693516)","PARKING LOT/GARAGE(NON.RESID.)",-87.683929054,"CRIMINAL TRESPASS"
"false","023XX S BLUE ISLAND AVE","FRAUD OR CONFIDENCE GAME",10,"false",41.850175676,"POINT (-87.671491024 41.850175676)","RESIDENCE",-87.671491024,"DECEPTIVE PRACTICE"
"false","012XX W 119TH ST","FROM BUILDING",5,"false",41.677661758,"POINT (-87.652872258 41.677661758)","ATHLETIC CLUB",-87.652872258,"THEFT"
"false","016XX N LUNA AVE","SIMPLE",25,"false",41.910019836,"POINT (-87.764235704 41.910019836)","SIDEWALK",-87.764235704,"BATTERY"
"false","054XX S HYDE PARK BLVD","SIMPLE",2,"false",41.797414808,"POINT (-87.584002797 41.797414808)","RESIDENCE",-87.584002797,"BATTERY"
"true","042XX W BELMONT AVE","OBSTRUCTING IDENTIFICATION",17,"false",41.939021912,"POINT (-87.732659182 41.939021912)","STREET",-87.732659182,"INTERFERENCE WITH PUBLIC OFFICER"
"false","050XX W ERIE ST","TO PROPERTY",15,"true",41.892217589,"POINT (-87.75156837 41.892217589)","APARTMENT",-87.75156837,"CRIMINAL DAMAGE"
"false","054XX W QUINCY ST","SIMPLE",15,"false",41.877498048,"POINT (-87.760422768 41.877498048)","RESIDENTIAL YARD (FRONT/BACK)",-87.760422768,"ASSAULT"
"false","062XX S HAMLIN AVE","HARASSMENT BY ELECTRONIC MEANS",8,"false",41.780328363,"POINT (-87.717896689 41.780328363)","SCHOOL, PUBLIC, BUILDING",-87.717896689,"OTHER OFFENSE"
"false","030XX N KEATING AVE","UNLAWFUL ENTRY",25,"false",41.93608348,"POINT (-87.745506224 41.93608348)","APARTMENT",-87.745506224,"BURGLARY"
"true","015XX W CERMAK RD","RECKLESS CONDUCT",12,"false",41.852368074,"POINT (-87.664340305 41.852368074)","SCHOOL, PUBLIC, BUILDING",-87.664340305,"PUBLIC PEACE VIOLATION"
"false","001XX N CLARK ST","$500 AND UNDER",1,"false",41.885426371,"POINT (-87.630966024 41.885426371)","CTA TRAIN",-87.630966024,"THEFT"
"false","001XX N CLARK ST","CREDIT CARD FRAUD",1,"false",41.885426371,"POINT (-87.630966024 41.885426371)","CTA TRAIN",-87.630966024,"DECEPTIVE PRACTICE"
"false","126XX S STEWART AVE","DOMESTIC BATTERY SIMPLE",5,"true",41.664639518,"POINT (-87.63181904 41.664639518)","RESIDENCE",-87.63181904,"BATTERY"
"false","085XX S ABERDEEN ST","AUTOMOBILE",6,"false",41.738857301,"POINT (-87.650991845 41.738857301)","STREET",-87.650991845,"MOTOR VEHICLE THEFT"
"false","017XX N MELVINA AVE","AUTOMOBILE",25,"false",41.911906283,"POINT (-87.78019683 41.911906283)","STREET",-87.78019683,"MOTOR VEHICLE THEFT"
"false","054XX S RUTHERFORD AVE","CREDIT CARD FRAUD",8,"false",41.793273673,"POINT (-87.790385841 41.793273673)","OTHER",-87.790385841,"DECEPTIVE PRACTICE"
"false","064XX S INGLESIDE AVE","AGGRAVATED:KNIFE/CUTTING INSTR",3,"true",41.777791411,"POINT (-87.601609264 41.777791411)","APARTMENT",-87.601609264,"BATTERY"
"false","024XX W ADAMS ST","SIMPLE",11,"false",41.878552858,"POINT (-87.687193539 41.878552858)","STREET",-87.687193539,"BATTERY"
"true","010XX E 132ND ST","DOMESTIC BATTERY SIMPLE",5,"true",41.655814926,"POINT (-87.59606083 41.655814926)","CHA APARTMENT",-87.59606083,"BATTERY"
"true","115XX S STATE ST","POSS: HALLUCINOGENS",5,"false",41.685027199,"POINT (-87.622880843 41.685027199)","STREET",-87.622880843,"NARCOTICS"
"true","013XX S SPAULDING AVE","POSS: HEROIN(WHITE)",10,"false",41.864142913,"POINT (-87.708036758 41.864142913)","STREET",-87.708036758,"NARCOTICS"
"false","032XX W DICKENS AVE","FROM BUILDING",14,"false",41.919218009,"POINT (-87.707697782 41.919218009)","RESIDENCE PORCH/HALLWAY",-87.707697782,"THEFT"
"false","057XX S HOYNE AVE","SEX OFFENDER: FAIL REG NEW ADD",7,"false",41.789304119,"POINT (-87.676609489 41.789304119)","RESIDENCE",-87.676609489,"OTHER OFFENSE"
"true","047XX S ST LAWRENCE AVE","POSS: HEROIN(WHITE)",2,"false",41.809006703,"POINT (-87.611440233 41.809006703)","ALLEY",-87.611440233,"NARCOTICS"
"true","001XX S WESTERN AVE","TO LAND",12,"false",41.879086132,"POINT (-87.686376648 41.879086132)","RESTAURANT",-87.686376648,"CRIMINAL TRESPASS"
"true","071XX S STATE ST","AGGRAVATED:KNIFE/CUTTING INSTR",3,"false",41.764918417,"POINT (-87.62489225 41.764918417)","STREET",-87.62489225,"BATTERY"
"true","082XX S ASHLAND AVE","UNLAWFUL POSS OF HANDGUN",6,"false",41.744440245,"POINT (-87.663288919 41.744440245)","STREET",-87.663288919,"WEAPONS VIOLATION"
"false","007XX W 61ST ST","DOMESTIC BATTERY SIMPLE",7,"true",41.783407674,"POINT (-87.643538564 41.783407674)","APARTMENT",-87.643538564,"BATTERY"
"false","076XX S PULASKI RD","SIMPLE",8,"false",41.754878573,"POINT (-87.722171321 41.754878573)","STREET",-87.722171321,"BATTERY"
"false","007XX N CENTRAL AVE","TO VEHICLE",15,"false",41.893623014,"POINT (-87.765347251 41.893623014)","ALLEY",-87.765347251,"CRIMINAL DAMAGE"
"false","003XX N CENTRAL AVE","SIMPLE",15,"false",41.886275336,"POINT (-87.765078145 41.886275336)","RESIDENCE",-87.765078145,"BATTERY"
"true","071XX S STATE ST","SOLICIT NARCOTICS ON PUBLICWAY",3,"false",41.765011739,"POINT (-87.624894889 41.765011739)","SIDEWALK",-87.624894889,"NARCOTICS"
"true","072XX S WINCHESTER AVE","VIOLATE ORDER OF PROTECTION",7,"true",41.762264267,"POINT (-87.672248598 41.762264267)","STREET",-87.672248598,"OTHER OFFENSE"
"true","002XX W 95TH ST","RECKLESS CONDUCT",6,"false",41.721635631,"POINT (-87.630323986 41.721635631)","SIDEWALK",-87.630323986,"PUBLIC PEACE VIOLATION"
"false","001XX S WABASH AVE","FROM BUILDING",1,"false",41.88018827,"POINT (-87.626154195 41.88018827)","RESTAURANT",-87.626154195,"THEFT"
"false","033XX N CICERO AVE","TO VEHICLE",17,"false",41.941952531,"POINT (-87.746951983 41.941952531)","STREET",-87.746951983,"CRIMINAL DAMAGE"
"false","024XX W LITHUANIAN PLAZA CT","DOMESTIC BATTERY SIMPLE",8,"true",41.768310829,"POINT (-87.684921195 41.768310829)","APARTMENT",-87.684921195,"BATTERY"
"false","067XX S STONY ISLAND AVE","DOMESTIC BATTERY SIMPLE",3,"true",41.773109884,"POINT (-87.586294711 41.773109884)","STREET",-87.586294711,"BATTERY"
"false","087XX S STATE ST","STRONGARM - NO WEAPON",6,"true",41.735857166,"POINT (-87.624152861 41.735857166)","STREET",-87.624152861,"ROBBERY"
"false","0000X W 75TH ST","RETAIL THEFT",6,"false",41.758174608,"POINT (-87.625164342 41.758174608)","SMALL RETAIL STORE",-87.625164342,"THEFT"
"false","014XX E 75TH ST","FORCIBLE ENTRY",4,"false",41.758730364,"POINT (-87.590192634 41.758730364)","ABANDONED BUILDING",-87.590192634,"BURGLARY"
"false","070XX S COTTAGE GROVE AVE","SIMPLE",3,"true",41.76680404,"POINT (-87.605619683 41.76680404)","POLICE FACILITY/VEH PARKING LOT",-87.605619683,"ASSAULT"
"true","039XX W 79TH ST","PRO EMP HANDS NO/MIN INJURY",8,"false",41.749460005,"POINT (-87.72089612 41.749460005)","SCHOOL, PUBLIC, BUILDING",-87.72089612,"ASSAULT"
"true","057XX N ARTESIAN AVE","SIMPLE",20,"false",41.985902025,"POINT (-87.690739993 41.985902025)","SIDEWALK",-87.690739993,"ASSAULT"
"false","048XX W THOMAS ST","OVER $500",15,"false",41.900502155,"POINT (-87.747191783 41.900502155)","RESIDENTIAL YARD (FRONT/BACK)",-87.747191783,"THEFT"
"false","063XX S DR MARTIN LUTHER KING JR DR","CHILD ABUSE",3,"true",41.779059693,"POINT (-87.615596501 41.779059693)","RESIDENCE",-87.615596501,"OFFENSE INVOLVING CHILDREN"
"true","013XX N HUDSON AVE","UNLAWFUL POSS OF HANDGUN",18,"false",41.907153315,"POINT (-87.639680572 41.907153315)","CHA HALLWAY/STAIRWELL/ELEVATOR",-87.639680572,"WEAPONS VIOLATION"
"false","057XX S BISHOP ST","TELEPHONE THREAT",7,"true",41.789964815,"POINT (-87.660838565 41.789964815)","OTHER",-87.660838565,"OTHER OFFENSE"
"false","025XX S MICHIGAN AVE","NON-AGGRAVATED",1,"false",41.846801978,"POINT (-87.623527134 41.846801978)","HOSPITAL BUILDING/GROUNDS",-87.623527134,"CRIM SEXUAL ASSAULT"
"false","060XX S HERMITAGE AVE","OVER $500",7,"false",41.784391565,"POINT (-87.667977057 41.784391565)","RESIDENCE",-87.667977057,"THEFT"
"false","073XX S PHILLIPS AVE","DOMESTIC BATTERY SIMPLE",3,"true",41.76196912,"POINT (-87.564820445 41.76196912)","APARTMENT",-87.564820445,"BATTERY"
"false","032XX W DICKENS AVE","FROM BUILDING",14,"false",41.919218009,"POINT (-87.707697782 41.919218009)","RESIDENCE PORCH/HALLWAY",-87.707697782,"THEFT"
"false","044XX N KIMBALL AVE","$500 AND UNDER",17,"false",41.961994378,"POINT (-87.713166035 41.961994378)","RESIDENCE PORCH/HALLWAY",-87.713166035,"THEFT"
"false","014XX S TRUMBULL AVE","PEEPING TOM",10,"false",41.861813345,"POINT (-87.711631385 41.861813345)","APARTMENT",-87.711631385,"PUBLIC PEACE VIOLATION"
"false","074XX S BLACKSTONE AVE","TO PROPERTY",3,"false",41.75940199,"POINT (-87.588385275 41.75940199)","RESIDENCE",-87.588385275,"CRIMINAL DAMAGE"
"false","065XX S DR MARTIN LUTHER KING JR DR","AGGRAVATED: OTHER DANG WEAPON",3,"true",41.776002079,"POINT (-87.61552061 41.776002079)","APARTMENT",-87.61552061,"ASSAULT"
"true","082XX S LAFLIN ST","$500 AND UNDER",6,"false",41.74408297,"POINT (-87.660852191 41.74408297)","RESIDENTIAL YARD (FRONT/BACK)",-87.660852191,"THEFT"
"false","114XX S VINCENNES AVE","SIMPLE",22,"false",41.68619909,"POINT (-87.666869995 41.68619909)","ALLEY",-87.666869995,"BATTERY"
"true","040XX W WILCOX ST","RECKLESS CONDUCT",11,"false",41.878860159,"POINT (-87.726418662 41.878860159)","VACANT LOT/LAND",-87.726418662,"PUBLIC PEACE VIOLATION"
"false","0000X E MONROE ST","FROM BUILDING",1,"false",41.880807873,"POINT (-87.625166905 41.880807873)","OTHER",-87.625166905,"THEFT"
"false","071XX S SACRAMENTO AVE","TELEPHONE THREAT",8,"false",0,"","RESIDENCE",0,"OTHER OFFENSE"
"true","038XX W MADISON ST","UNLAWFUL POSS OF HANDGUN",11,"false",41.88077164,"POINT (-87.722041752 41.88077164)","SIDEWALK",-87.722041752,"WEAPONS VIOLATION"
"false","021XX S ST LOUIS AVE","PRO EMP HANDS NO/MIN INJURY",10,"false",41.85256088,"POINT (-87.712355992 41.85256088)","SCHOOL, PUBLIC, BUILDING",-87.712355992,"BATTERY"
"false","018XX N NEWLAND AVE","SIMPLE",25,"false",41.913541176,"POINT (-87.798593209 41.913541176)","SCHOOL, PUBLIC, BUILDING",-87.798593209,"BATTERY"
"false","012XX S WABASH AVE","POCKET-PICKING",1,"false",41.866810739,"POINT (-87.625817031 41.866810739)","GROCERY FOOD STORE",-87.625817031,"THEFT"
"false","061XX N HOYNE AVE","HARASSMENT BY ELECTRONIC MEANS",24,"false",41.992276073,"POINT (-87.682332969 41.992276073)","RESIDENCE",-87.682332969,"OTHER OFFENSE"
"false","028XX N MAJOR AVE","FORCIBLE ENTRY",25,"false",41.931866739,"POINT (-87.768697854 41.931866739)","RESIDENCE",-87.768697854,"BURGLARY"
"false","017XX W LAKE ST","AUTOMOBILE",12,"false",41.885179096,"POINT (-87.671100501 41.885179096)","PARKING LOT/GARAGE(NON.RESID.)",-87.671100501,"MOTOR VEHICLE THEFT"
"false","062XX S DREXEL AVE","SIMPLE",3,"true",41.781807171,"POINT (-87.604335461 41.781807171)","STREET",-87.604335461,"ASSAULT"
"false","062XX S ROCKWELL ST","DOMESTIC BATTERY SIMPLE",8,"true",41.780444617,"POINT (-87.688557031 41.780444617)","APARTMENT",-87.688557031,"BATTERY"
"true","013XX S PULASKI RD","POSS: CANNABIS 30GMS OR LESS",10,"false",41.863721376,"POINT (-87.725100732 41.863721376)","STREET",-87.725100732,"NARCOTICS"
"false","004XX W 111TH ST","CHILD ABDUCTION/STRANGER",22,"false",41.692466521,"POINT (-87.633072858 41.692466521)","SIDEWALK",-87.633072858,"KIDNAPPING"
"false","009XX W BELMONT AVE","POCKET-PICKING",19,"false",41.93991842,"POINT (-87.653288878 41.93991842)","CTA TRAIN",-87.653288878,"THEFT"
